# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_transcript_ablation	variants_effect_upstream_gene_variant
glgC	gene-SC80_RS19325	TRANSCRIPT_gene-SC80_RS19325	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1
glgP	gene-SC80_RS19315	TRANSCRIPT_gene-SC80_RS19315	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
glgX	gene-SC80_RS19330	TRANSCRIPT_gene-SC80_RS19330	protein_coding	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
glk	gene-SC80_RS12570	TRANSCRIPT_gene-SC80_RS12570	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
glmS	gene-SC80_RS17280	TRANSCRIPT_gene-SC80_RS17280	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
glmU	gene-SC80_RS17285	TRANSCRIPT_gene-SC80_RS17285	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
glnB	gene-SC80_RS11855	TRANSCRIPT_gene-SC80_RS11855	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
glnH	gene-SC80_RS02075	TRANSCRIPT_gene-SC80_RS02075	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
glnK	gene-SC80_RS00430	TRANSCRIPT_gene-SC80_RS00430	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
glnP	gene-SC80_RS02070	TRANSCRIPT_gene-SC80_RS02070	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
glnQ	gene-SC80_RS02065	TRANSCRIPT_gene-SC80_RS02065	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
glnS	gene-SC80_RS01435	TRANSCRIPT_gene-SC80_RS01435	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gloA	gene-SC80_RS02965	TRANSCRIPT_gene-SC80_RS02965	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gloB	gene-SC80_RS24500	TRANSCRIPT_gene-SC80_RS24500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gloC	gene-SC80_RS13350	TRANSCRIPT_gene-SC80_RS13350	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
glpA	gene-SC80_RS06060	TRANSCRIPT_gene-SC80_RS06060	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
glpB	gene-SC80_RS06065	TRANSCRIPT_gene-SC80_RS06065	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
glpC	gene-SC80_RS06070	TRANSCRIPT_gene-SC80_RS06070	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
glpF	gene-SC80_RS17670	TRANSCRIPT_gene-SC80_RS17670	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
glpK	gene-SC80_RS17675	TRANSCRIPT_gene-SC80_RS17675	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
glpQ	gene-SC80_RS06050	TRANSCRIPT_gene-SC80_RS06050	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
glpT	gene-SC80_RS06055	TRANSCRIPT_gene-SC80_RS06055	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
glrR	gene-SC80_RS11850	TRANSCRIPT_gene-SC80_RS11850	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
glsA	gene-SC80_RS00620	TRANSCRIPT_gene-SC80_RS00620	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
glsB	gene-SC80_RS02470	TRANSCRIPT_gene-SC80_RS02470	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gltA	gene-SC80_RS01595	TRANSCRIPT_gene-SC80_RS01595	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gltP	gene-SC80_RS14725	TRANSCRIPT_gene-SC80_RS14725	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
gltS	gene-SC80_RS16855	TRANSCRIPT_gene-SC80_RS16855	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gltX	gene-SC80_RS12515	TRANSCRIPT_gene-SC80_RS12515	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gluQRS	gene-SC80_RS08340	TRANSCRIPT_gene-SC80_RS08340	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
glxK	gene-SC80_RS00750	TRANSCRIPT_gene-SC80_RS00750	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
glxR	gene-SC80_RS00730	TRANSCRIPT_gene-SC80_RS00730	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
glyA	gene-SC80_RS11865	TRANSCRIPT_gene-SC80_RS11865	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
glyQ	gene-SC80_RS18295	TRANSCRIPT_gene-SC80_RS18295	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
glyS	gene-SC80_RS18290	TRANSCRIPT_gene-SC80_RS18290	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
gmd	gene-SC80_RS05090	TRANSCRIPT_gene-SC80_RS05090	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gmhB	gene-SC80_RS08615	TRANSCRIPT_gene-SC80_RS08615	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
gmk	gene-SC80_RS16830	TRANSCRIPT_gene-SC80_RS16830	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gmm	gene-SC80_RS05080	TRANSCRIPT_gene-SC80_RS05080	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gndA	gene-SC80_RS04980	TRANSCRIPT_gene-SC80_RS04980	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gntT	gene-SC80_RS21140	TRANSCRIPT_gene-SC80_RS21140	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
gntX	gene-SC80_RS21130	TRANSCRIPT_gene-SC80_RS21130	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
gorA	gene-SC80_RS19710	TRANSCRIPT_gene-SC80_RS19710	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
gpFI	gene-SC80_RS25695	TRANSCRIPT_gene-SC80_RS25695	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
gpFI	gene-SC80_RS25740	TRANSCRIPT_gene-SC80_RS25740	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gpG	gene-SC80_RS22265	TRANSCRIPT_gene-SC80_RS22265	protein_coding	0	2	3	220	0	0	0	0	139	0	0	3	0	0	0	0	0	0	2	0	81
gpG	gene-SC80_RS25670	TRANSCRIPT_gene-SC80_RS25670	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
gpG	gene-SC80_RS25765	TRANSCRIPT_gene-SC80_RS25765	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gpJ	gene-SC80_RS22300	TRANSCRIPT_gene-SC80_RS22300	protein_coding	0	155	53	266	0	0	0	0	96	0	0	53	0	0	0	0	0	0	155	0	170
greA	gene-SC80_RS09825	TRANSCRIPT_gene-SC80_RS09825	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
groL	gene-SC80_RS14340	TRANSCRIPT_gene-SC80_RS14340	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
groS	gene-SC80_RS14345	TRANSCRIPT_gene-SC80_RS14345	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
grpE	gene-SC80_RS24685	TRANSCRIPT_gene-SC80_RS24685	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
grxB	gene-SC80_RS16115	TRANSCRIPT_gene-SC80_RS16115	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
grxD	gene-SC80_RS02980	TRANSCRIPT_gene-SC80_RS02980	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gshA	gene-SC80_RS22560	TRANSCRIPT_gene-SC80_RS22560	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
gshB	gene-SC80_RS11470	TRANSCRIPT_gene-SC80_RS11470	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
gsk	gene-SC80_RS00565	TRANSCRIPT_gene-SC80_RS00565	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
gspE	gene-SC80_RS08120	TRANSCRIPT_gene-SC80_RS08120	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gstA	gene-SC80_RS02885	TRANSCRIPT_gene-SC80_RS02885	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gstB	gene-SC80_RS02210	TRANSCRIPT_gene-SC80_RS02210	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
guaC	gene-SC80_RS08110	TRANSCRIPT_gene-SC80_RS08110	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
guaD	gene-SC80_RS11140	TRANSCRIPT_gene-SC80_RS11140	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
gudD	gene-SC80_RS10595	TRANSCRIPT_gene-SC80_RS10595	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gudP	gene-SC80_RS10605	TRANSCRIPT_gene-SC80_RS10605	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gudX	gene-SC80_RS10600	TRANSCRIPT_gene-SC80_RS10600	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gutM	gene-SC80_RS22470	TRANSCRIPT_gene-SC80_RS22470	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gutQ	gene-SC80_RS22460	TRANSCRIPT_gene-SC80_RS22460	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gyrA	gene-SC80_RS06010	TRANSCRIPT_gene-SC80_RS06010	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gyrB	gene-SC80_RS17130	TRANSCRIPT_gene-SC80_RS17130	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hcaT	gene-SC80_RS11910	TRANSCRIPT_gene-SC80_RS11910	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
hchA	gene-SC80_RS22990	TRANSCRIPT_gene-SC80_RS22990	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hcp	gene-SC80_RS13060	TRANSCRIPT_gene-SC80_RS13060	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hcr	gene-SC80_RS13055	TRANSCRIPT_gene-SC80_RS13055	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hcxA	gene-SC80_RS01055	TRANSCRIPT_gene-SC80_RS01055	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hcxB	gene-SC80_RS02025	TRANSCRIPT_gene-SC80_RS02025	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
hda	gene-SC80_RS12130	TRANSCRIPT_gene-SC80_RS12130	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hdeA	gene-SC80_RS19795	TRANSCRIPT_gene-SC80_RS19795	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hdeB	gene-SC80_RS19790	TRANSCRIPT_gene-SC80_RS19790	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hdeD	gene-SC80_RS19800	TRANSCRIPT_gene-SC80_RS19800	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hdfR	gene-SC80_RS23765	TRANSCRIPT_gene-SC80_RS23765	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hdhA	gene-SC80_RS02795	TRANSCRIPT_gene-SC80_RS02795	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
helD	gene-SC80_RS13500	TRANSCRIPT_gene-SC80_RS13500	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
hemB	gene-SC80_RS00035	TRANSCRIPT_gene-SC80_RS00035	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hemC	gene-SC80_RS23560	TRANSCRIPT_gene-SC80_RS23560	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hemD	gene-SC80_RS23565	TRANSCRIPT_gene-SC80_RS23565	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hemE	gene-SC80_RS25050	TRANSCRIPT_gene-SC80_RS25050	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hemG	gene-SC80_RS23330	TRANSCRIPT_gene-SC80_RS23330	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hemH	gene-SC80_RS00555	TRANSCRIPT_gene-SC80_RS00555	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hemL	gene-SC80_RS08390	TRANSCRIPT_gene-SC80_RS08390	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hemP	gene-SC80_RS03250	TRANSCRIPT_gene-SC80_RS03250	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hemW	gene-SC80_RS11510	TRANSCRIPT_gene-SC80_RS11510	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hemX	gene-SC80_RS23570	TRANSCRIPT_gene-SC80_RS23570	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hemY	gene-SC80_RS23575	TRANSCRIPT_gene-SC80_RS23575	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hflD	gene-SC80_RS16460	TRANSCRIPT_gene-SC80_RS16460	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hflX	gene-SC80_RS14180	TRANSCRIPT_gene-SC80_RS14180	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hfq	gene-SC80_RS14185	TRANSCRIPT_gene-SC80_RS14185	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hglS	gene-SC80_RS15155	TRANSCRIPT_gene-SC80_RS15155	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hha	gene-SC80_RS00475	TRANSCRIPT_gene-SC80_RS00475	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hha	gene-SC80_RS21680	TRANSCRIPT_gene-SC80_RS21680	protein_coding	0	1	0	364	0	0	0	0	204	0	0	0	0	1	0	0	0	1	0	0	160
hicB	hicB	gene-SC80_RS15090	pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hipA	gene-SC80_RS02430	TRANSCRIPT_gene-SC80_RS02430	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hipB	gene-SC80_RS02435	TRANSCRIPT_gene-SC80_RS02435	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hisA	gene-SC80_RS04955	TRANSCRIPT_gene-SC80_RS04955	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hisB	gene-SC80_RS04945	TRANSCRIPT_gene-SC80_RS04945	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hisF	gene-SC80_RS04960	TRANSCRIPT_gene-SC80_RS04960	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hisH	gene-SC80_RS04950	TRANSCRIPT_gene-SC80_RS04950	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hisIE	gene-SC80_RS04965	TRANSCRIPT_gene-SC80_RS04965	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hisJ	gene-SC80_RS06395	TRANSCRIPT_gene-SC80_RS06395	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hisM	gene-SC80_RS06385	TRANSCRIPT_gene-SC80_RS06385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hisP	gene-SC80_RS06380	TRANSCRIPT_gene-SC80_RS06380	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hisQ	gene-SC80_RS06390	TRANSCRIPT_gene-SC80_RS06390	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hiuH	gene-SC80_RS22975	TRANSCRIPT_gene-SC80_RS22975	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hmpA	gene-SC80_RS11860	TRANSCRIPT_gene-SC80_RS11860	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hmsP	gene-SC80_RS18110	TRANSCRIPT_gene-SC80_RS18110	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hns	gene-SC80_RS18895	TRANSCRIPT_gene-SC80_RS18895	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hofC	gene-SC80_RS08115	TRANSCRIPT_gene-SC80_RS08115	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
hofM	gene-SC80_RS21035	TRANSCRIPT_gene-SC80_RS21035	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hofN	gene-SC80_RS21030	TRANSCRIPT_gene-SC80_RS21030	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hofO	gene-SC80_RS21025	TRANSCRIPT_gene-SC80_RS21025	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hofP	gene-SC80_RS21020	TRANSCRIPT_gene-SC80_RS21020	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hofQ	gene-SC80_RS21015	TRANSCRIPT_gene-SC80_RS21015	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hokA	gene-SC80_RS18285	TRANSCRIPT_gene-SC80_RS18285	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hokD	gene-SC80_RS18715	TRANSCRIPT_gene-SC80_RS18715	protein_coding	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
hokE	gene-SC80_RS00955	TRANSCRIPT_gene-SC80_RS00955	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
holA	gene-SC80_RS01245	TRANSCRIPT_gene-SC80_RS01245	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
holD	gene-SC80_RS07380	TRANSCRIPT_gene-SC80_RS07380	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hpf	gene-SC80_RS09935	TRANSCRIPT_gene-SC80_RS09935	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hprR	gene-SC80_RS22980	TRANSCRIPT_gene-SC80_RS22980	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hprS	gene-SC80_RS22985	TRANSCRIPT_gene-SC80_RS22985	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hpt	gene-SC80_RS08245	TRANSCRIPT_gene-SC80_RS08245	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hrpB	gene-SC80_RS08360	TRANSCRIPT_gene-SC80_RS08360	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hscB	gene-SC80_RS11955	TRANSCRIPT_gene-SC80_RS11955	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsdM	gene-SC80_RS07235	TRANSCRIPT_gene-SC80_RS07235	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsdR	gene-SC80_RS07240	TRANSCRIPT_gene-SC80_RS07240	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsdS	gene-SC80_RS07230	TRANSCRIPT_gene-SC80_RS07230	protein_coding	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
hslJ	gene-SC80_RS15265	TRANSCRIPT_gene-SC80_RS15265	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
hslU	gene-SC80_RS17650	TRANSCRIPT_gene-SC80_RS17650	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hslV	gene-SC80_RS17645	TRANSCRIPT_gene-SC80_RS17645	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hspQ	gene-SC80_RS13525	TRANSCRIPT_gene-SC80_RS13525	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
htpG	gene-SC80_RS00545	TRANSCRIPT_gene-SC80_RS00545	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
htpX	gene-SC80_RS04160	TRANSCRIPT_gene-SC80_RS04160	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
htrE	gene-SC80_RS08315	TRANSCRIPT_gene-SC80_RS08315	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
hupA	gene-SC80_RS25065	TRANSCRIPT_gene-SC80_RS25065	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
hupB	gene-SC80_RS00380	TRANSCRIPT_gene-SC80_RS00380	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hxpA	gene-SC80_RS06310	TRANSCRIPT_gene-SC80_RS06310	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hyaA	gene-SC80_RS13555	TRANSCRIPT_gene-SC80_RS13555	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hyaB	gene-SC80_RS13560	TRANSCRIPT_gene-SC80_RS13560	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hycC	gene-SC80_RS22380	TRANSCRIPT_gene-SC80_RS22380	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hycD	gene-SC80_RS22385	TRANSCRIPT_gene-SC80_RS22385	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hycE	gene-SC80_RS22390	TRANSCRIPT_gene-SC80_RS22390	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hycF	gene-SC80_RS22395	TRANSCRIPT_gene-SC80_RS22395	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hycG	gene-SC80_RS22400	TRANSCRIPT_gene-SC80_RS22400	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hycH	gene-SC80_RS22405	TRANSCRIPT_gene-SC80_RS22405	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hycI	gene-SC80_RS22410	TRANSCRIPT_gene-SC80_RS22410	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hyi	gene-SC80_RS00725	TRANSCRIPT_gene-SC80_RS00725	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
hyi	gene-SC80_RS07130	TRANSCRIPT_gene-SC80_RS07130	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
hypF	gene-SC80_RS22440	TRANSCRIPT_gene-SC80_RS22440	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
