locus_tag	ftype	length_bp	gene	EC_number	COG	product
EFAJBHHO_02783	CDS	624				hypothetical protein
EFAJBHHO_02784	CDS	549				hypothetical protein
EFAJBHHO_02785	CDS	234				hypothetical protein
EFAJBHHO_02786	CDS	561				hypothetical protein
EFAJBHHO_02787	CDS	567				hypothetical protein
EFAJBHHO_02788	CDS	1329	dsdA_1	4.3.1.18	COG3048	D-serine dehydratase
EFAJBHHO_02789	CDS	327	dsdX_1			D-serine transporter DsdX
EFAJBHHO_02790	CDS	276				hypothetical protein
EFAJBHHO_02791	CDS	1317				hypothetical protein
EFAJBHHO_02792	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
EFAJBHHO_02793	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
EFAJBHHO_02794	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
EFAJBHHO_02795	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
EFAJBHHO_02796	CDS	1206	hemX		COG2959	Protein HemX
EFAJBHHO_02797	CDS	1197	hemY		COG3071	Protein HemY
EFAJBHHO_02798	CDS	1656	atsA_1	3.1.6.1	COG3119	Arylsulfatase
EFAJBHHO_02799	CDS	1236	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
EFAJBHHO_02800	tRNA	77				tRNA-Pro(tgg)
EFAJBHHO_02801	tRNA	87				tRNA-Leu(cag)
EFAJBHHO_02802	tRNA	76				tRNA-His(gtg)
EFAJBHHO_02803	tRNA	77				tRNA-Arg(ccg)
EFAJBHHO_02804	CDS	1386	yifK		COG1113	putative transport protein YifK
EFAJBHHO_02805	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
EFAJBHHO_02806	CDS	1353	wzyE			putative ECA polymerase
EFAJBHHO_02807	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
EFAJBHHO_02808	CDS	1251	wzxE		COG2244	Lipid III flippase
EFAJBHHO_02809	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
EFAJBHHO_02810	CDS	675	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
EFAJBHHO_02811	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
EFAJBHHO_02812	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
EFAJBHHO_02813	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
EFAJBHHO_02814	CDS	1131	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
EFAJBHHO_02815	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
EFAJBHHO_02816	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
EFAJBHHO_02817	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
EFAJBHHO_02818	CDS	330	trxA		COG0526	Thioredoxin 1
EFAJBHHO_02819	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
EFAJBHHO_02820	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
EFAJBHHO_02821	CDS	2022	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
EFAJBHHO_02822	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
EFAJBHHO_02823	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
EFAJBHHO_02824	CDS	960	gltC_3			HTH-type transcriptional regulator GltC
EFAJBHHO_02825	CDS	1548	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
EFAJBHHO_02826	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
EFAJBHHO_02827	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
EFAJBHHO_02828	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
EFAJBHHO_02829	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
EFAJBHHO_02830	CDS	1521	comM		COG0606	Competence protein ComM
EFAJBHHO_02831	CDS	339				hypothetical protein
EFAJBHHO_02832	CDS	840	gltR_2		COG0583	HTH-type transcriptional regulator GltR
EFAJBHHO_02833	tRNA	76				tRNA-Trp(cca)
EFAJBHHO_02834	tRNA	77				tRNA-Asp(gtc)
EFAJBHHO_02835	rRNA	111				5S ribosomal RNA
EFAJBHHO_02836	CDS	585				hypothetical protein
EFAJBHHO_02837	CDS	333				hypothetical protein
EFAJBHHO_02838	CDS	3033	ppsE_3	2.3.1.41	COG3321	Phthiocerol synthesis polyketide synthase type I PpsE
EFAJBHHO_02839	CDS	4797	grsB_1			Gramicidin S synthase 2
EFAJBHHO_02840	CDS	1269	fenF	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
EFAJBHHO_02841	CDS	1131		1.3.99.-	COG1960	putative acyl-CoA dehydrogenase fadE25
EFAJBHHO_02842	CDS	249	dltC	6.1.1.13		D-alanine--poly(phosphoribitol) ligase subunit 2
EFAJBHHO_02843	CDS	867	hbd	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
EFAJBHHO_02844	CDS	2601	ppsE_4	2.3.1.41	COG3321	Phthiocerol synthesis polyketide synthase type I PpsE
EFAJBHHO_02845	CDS	9621	pksJ		COG0318	Polyketide synthase PksJ
EFAJBHHO_02846	CDS	213	yhjB_2			Putative HTH-type transcriptional regulator YhjB
EFAJBHHO_02847	CDS	735	sfp_2	2.7.8.7	COG2091	4'-phosphopantetheinyl transferase Sfp
EFAJBHHO_02848	CDS	267				hypothetical protein
EFAJBHHO_02849	CDS	480				hypothetical protein
EFAJBHHO_02850	CDS	399				hypothetical protein
EFAJBHHO_02851	CDS	936	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
EFAJBHHO_02852	CDS	1080	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
EFAJBHHO_02853	CDS	744	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
EFAJBHHO_02854	CDS	543	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
EFAJBHHO_02855	CDS	2148	cirA_3		COG4771	Colicin I receptor
EFAJBHHO_02856	CDS	129				hypothetical protein
EFAJBHHO_02857	CDS	645	ybdM_2		COG1475	putative protein YbdM
EFAJBHHO_02858	CDS	1224	cysH_2	1.8.4.8		Phosphoadenosine phosphosulfate reductase
EFAJBHHO_02859	CDS	654	bshB1_2	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
EFAJBHHO_02860	CDS	261	tufA		COG0050	Elongation factor Tu 1
EFAJBHHO_02861	CDS	2703	chiA			putative bifunctional chitinase/lysozyme
EFAJBHHO_02862	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
EFAJBHHO_02863	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
EFAJBHHO_02864	CDS	678	gspO		COG1989	Type 4 prepilin-like proteins leader peptide-processing enzyme
EFAJBHHO_02865	CDS	462	gspM			Putative type II secretion system protein M
EFAJBHHO_02866	CDS	1164	gspL		COG3297	Putative type II secretion system protein L
EFAJBHHO_02867	CDS	984	gspK_1		COG3156	Putative type II secretion system protein K
EFAJBHHO_02868	CDS	588	gspJ		COG4795	Putative type II secretion system protein J
EFAJBHHO_02869	CDS	396	gspI		COG2165	Putative type II secretion system protein I
EFAJBHHO_02870	CDS	510	gspH		COG2165	Putative type II secretion system protein H
EFAJBHHO_02871	CDS	438	gspG		COG2165	Putative type II secretion system protein G
EFAJBHHO_02872	CDS	1197	gspF		COG1459	Putative type II secretion system protein F
EFAJBHHO_02873	CDS	1482	gspE		COG2804	Putative type II secretion system protein E
EFAJBHHO_02874	CDS	1953	gspD		COG1450	Putative type II secretion system protein D
EFAJBHHO_02875	CDS	816	gspC		COG3031	Putative type II secretion system protein C
EFAJBHHO_02876	CDS	1470	gspA_3			Putative general secretion pathway protein A
EFAJBHHO_02877	CDS	420	gspB			Putative general secretion pathway protein B
EFAJBHHO_02878	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
EFAJBHHO_02879	CDS	630	rplC		COG0087	50S ribosomal protein L3
EFAJBHHO_02880	CDS	606	rplD		COG0088	50S ribosomal protein L4
EFAJBHHO_02881	CDS	303	rplW		COG0089	50S ribosomal protein L23
EFAJBHHO_02882	CDS	822	rplB		COG0090	50S ribosomal protein L2
EFAJBHHO_02883	CDS	279	rpsS		COG0185	30S ribosomal protein S19
EFAJBHHO_02884	CDS	333	rplV		COG0091	50S ribosomal protein L22
EFAJBHHO_02885	CDS	702	rpsC		COG0092	30S ribosomal protein S3
EFAJBHHO_02886	CDS	411	rplP		COG0197	50S ribosomal protein L16
EFAJBHHO_02887	CDS	192	rpmC		COG0255	50S ribosomal protein L29
EFAJBHHO_02888	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
EFAJBHHO_02889	CDS	372	rplN		COG0093	50S ribosomal protein L14
EFAJBHHO_02890	CDS	315	rplX		COG0198	50S ribosomal protein L24
EFAJBHHO_02891	CDS	540	rplE		COG0094	50S ribosomal protein L5
EFAJBHHO_02892	CDS	306	rpsN		COG0199	30S ribosomal protein S14
EFAJBHHO_02893	CDS	393	rpsH		COG0096	30S ribosomal protein S8
EFAJBHHO_02894	CDS	534	rplF		COG0097	50S ribosomal protein L6
EFAJBHHO_02895	CDS	354	rplR		COG0256	50S ribosomal protein L18
EFAJBHHO_02896	CDS	504	rpsE		COG0098	30S ribosomal protein S5
EFAJBHHO_02897	CDS	180	rpmD		COG1841	50S ribosomal protein L30
EFAJBHHO_02898	CDS	435	rplO		COG0200	50S ribosomal protein L15
EFAJBHHO_02899	CDS	1332	secY		COG0201	Protein translocase subunit SecY
EFAJBHHO_02900	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
EFAJBHHO_02901	CDS	357	rpsM		COG0099	30S ribosomal protein S13
EFAJBHHO_02902	CDS	390	rpsK		COG0100	30S ribosomal protein S11
EFAJBHHO_02903	CDS	621	rpsD		COG0522	30S ribosomal protein S4
EFAJBHHO_02904	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
EFAJBHHO_02905	CDS	384	rplQ		COG0203	50S ribosomal protein L17
EFAJBHHO_02906	CDS	369				hypothetical protein
EFAJBHHO_02907	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
EFAJBHHO_02908	CDS	219	arfA		COG3036	Alternative ribosome-rescue factor A
EFAJBHHO_02909	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
EFAJBHHO_02910	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
EFAJBHHO_02911	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
EFAJBHHO_02912	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
EFAJBHHO_02913	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
EFAJBHHO_02914	CDS	1125	dprA		COG0758	DNA processing protein DprA
EFAJBHHO_02915	CDS	474	smg			Protein Smg
EFAJBHHO_02916	CDS	543	topA_1	5.99.1.2	COG0550	DNA topoisomerase 1
EFAJBHHO_02917	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
EFAJBHHO_02918	CDS	819	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
EFAJBHHO_02919	CDS	258				hypothetical protein
EFAJBHHO_02920	CDS	555	yrdA_1		COG0663	Protein YrdA
EFAJBHHO_02921	CDS	258				hypothetical protein
EFAJBHHO_02922	CDS	783	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
EFAJBHHO_02923	CDS	123				hypothetical protein
EFAJBHHO_02924	CDS	564	fimA_1			Type-1 fimbrial protein, A chain
EFAJBHHO_02925	CDS	711	focC_1			Chaperone protein FocC
EFAJBHHO_02926	CDS	1551	fimD_1		COG3188	Outer membrane usher protein FimD
EFAJBHHO_02927	CDS	309	fimG_1			Protein FimG
EFAJBHHO_02928	CDS	915	fimH_1			Type 1 fimbrin D-mannose specific adhesin
EFAJBHHO_02929	CDS	2280	ydeP		COG0243	Protein YdeP
EFAJBHHO_02930	CDS	198	safA			Two-component-system connector protein SafA
EFAJBHHO_02931	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
EFAJBHHO_02932	CDS	1683	betC_2	3.1.6.6	COG3119	Choline-sulfatase
EFAJBHHO_02933	CDS	1158	chuR_3	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
EFAJBHHO_02934	CDS	1659	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
EFAJBHHO_02935	CDS	2373				hypothetical protein
EFAJBHHO_02936	CDS	2784	yhjJ_2		COG0612	Protein YhjJ
EFAJBHHO_02937	CDS	1401	gadB	4.1.1.15	COG0076	Glutamate decarboxylase beta
EFAJBHHO_02938	CDS	1536	gadC		COG0531	putative glutamate/gamma-aminobutyrate antiporter
EFAJBHHO_02939	CDS	1320				hypothetical protein
EFAJBHHO_02940	CDS	1143	dosP_1	3.1.4.52	COG2199	Oxygen sensor protein DosP
EFAJBHHO_02941	CDS	1260	dosP_2	3.1.4.52	COG2199	Oxygen sensor protein DosP
EFAJBHHO_02942	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
EFAJBHHO_02943	CDS	216	bdm			Protein bdm
EFAJBHHO_02944	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
EFAJBHHO_02945	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
EFAJBHHO_02946	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
EFAJBHHO_02947	CDS	171				hypothetical protein
EFAJBHHO_02948	CDS	279	higB	3.1.-.-		Endoribonuclease HigB
EFAJBHHO_02949	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
EFAJBHHO_02950	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
EFAJBHHO_02951	CDS	885	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
EFAJBHHO_02952	CDS	2412	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
EFAJBHHO_02953	CDS	588	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
EFAJBHHO_02954	CDS	825	yddG		COG0697	Aromatic amino acid exporter YddG
EFAJBHHO_02955	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
EFAJBHHO_02956	CDS	3741	narZ	1.7.99.4	COG5013	Respiratory nitrate reductase 2 alpha chain
EFAJBHHO_02957	CDS	1545	narY	1.7.99.4	COG1140	Respiratory nitrate reductase 2 beta chain
EFAJBHHO_02958	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
EFAJBHHO_02959	CDS	681	narV	1.7.99.4	COG2181	Respiratory nitrate reductase 2 gamma chain
EFAJBHHO_02960	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
EFAJBHHO_02961	CDS	846	nhoA	2.3.1.118	COG2162	N-hydroxyarylamine O-acetyltransferase
EFAJBHHO_02962	CDS	570	flr			Flavoredoxin
EFAJBHHO_02963	CDS	216				hypothetical protein
EFAJBHHO_02964	CDS	786				hypothetical protein
EFAJBHHO_02965	CDS	762				hypothetical protein
EFAJBHHO_02966	CDS	1452	vgrG1_1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
EFAJBHHO_02967	rRNA	111				5S ribosomal RNA
EFAJBHHO_02968	tRNA	77				tRNA-Asp(gtc)
EFAJBHHO_02969	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
EFAJBHHO_02970	CDS	915	dmlR_2			HTH-type transcriptional regulator DmlR
EFAJBHHO_02971	CDS	825				hypothetical protein
EFAJBHHO_02972	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
EFAJBHHO_02973	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
EFAJBHHO_02974	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
EFAJBHHO_02975	CDS	723	ubiE_3	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
EFAJBHHO_02976	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
EFAJBHHO_02977	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
EFAJBHHO_02978	tRNA	77				tRNA-Asp(gtc)
EFAJBHHO_02979	CDS	786				hypothetical protein
EFAJBHHO_02980	CDS	480	hcpA_3		COG3157	Major exported protein
EFAJBHHO_02981	CDS	1359				hypothetical protein
EFAJBHHO_02982	CDS	3528				hypothetical protein
EFAJBHHO_02983	CDS	1443				hypothetical protein
EFAJBHHO_02984	CDS	744				hypothetical protein
EFAJBHHO_02985	CDS	2760	clpV1_1		COG0542	Protein ClpV1
EFAJBHHO_02986	CDS	765				hypothetical protein
EFAJBHHO_02987	CDS	1347				hypothetical protein
EFAJBHHO_02988	CDS	525				hypothetical protein
EFAJBHHO_02989	CDS	1281				hypothetical protein
EFAJBHHO_02990	CDS	1050				hypothetical protein
EFAJBHHO_02991	CDS	1842				hypothetical protein
EFAJBHHO_02992	CDS	426				hypothetical protein
EFAJBHHO_02993	CDS	1485				hypothetical protein
EFAJBHHO_02994	CDS	504				hypothetical protein
EFAJBHHO_02995	CDS	519	hcpA_4		COG3157	Major exported protein
EFAJBHHO_02996	CDS	120				hypothetical protein
EFAJBHHO_02997	CDS	222				hypothetical protein
EFAJBHHO_02998	CDS	369	cbeA_3			Cytoskeleton bundling-enhancing antitoxin CbeA
EFAJBHHO_02999	CDS	378	cbtA_3			Cytoskeleton-binding toxin CbtA
EFAJBHHO_03000	CDS	489				hypothetical protein
EFAJBHHO_03001	CDS	198				hypothetical protein
EFAJBHHO_03002	CDS	156				hypothetical protein
EFAJBHHO_03003	CDS	219				hypothetical protein
EFAJBHHO_03004	CDS	1764				hypothetical protein
EFAJBHHO_03005	CDS	873				hypothetical protein
EFAJBHHO_03006	CDS	981	nanS	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
EFAJBHHO_03007	CDS	1107	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
EFAJBHHO_03008	CDS	717	nanC			putative N-acetylneuraminic acid outer membrane channel protein NanC
EFAJBHHO_03009	CDS	603	xerC_2		COG4974	Tyrosine recombinase XerC
EFAJBHHO_03010	CDS	597	xerD_5		COG4974	Tyrosine recombinase XerD
EFAJBHHO_03011	CDS	555	fimA_2			Type-1 fimbrial protein, A chain
EFAJBHHO_03012	CDS	498	lpfA_3			putative major fimbrial subunit LpfA
EFAJBHHO_03013	CDS	726	fimC_2			Chaperone protein FimC
EFAJBHHO_03014	CDS	2637	fimD_2		COG3188	Outer membrane usher protein FimD
EFAJBHHO_03015	CDS	531	fimF			Protein FimF
EFAJBHHO_03016	CDS	504	fimG_2			Protein FimG
EFAJBHHO_03017	CDS	903	fimH_2			Type 1 fimbrin D-mannose specific adhesin
EFAJBHHO_03018	CDS	117				hypothetical protein
EFAJBHHO_03019	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
EFAJBHHO_03020	CDS	1461	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
EFAJBHHO_03021	CDS	774	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
EFAJBHHO_03022	CDS	384	iraD			Anti-adapter protein IraD
EFAJBHHO_03023	CDS	2382	ptsI_1	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
EFAJBHHO_03024	CDS	633	dhaL_2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
EFAJBHHO_03025	CDS	1065	dhaK_2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
EFAJBHHO_03026	CDS	1083	dhaD	1.1.1.6		Glycerol dehydrogenase
EFAJBHHO_03027	CDS	1269	yihN			Inner membrane protein YihN
EFAJBHHO_03028	CDS	1365		5.3.1.29		Putative thiazole biosynthetic enzyme
EFAJBHHO_03029	CDS	192				hypothetical protein
EFAJBHHO_03030	CDS	1542	caiT_1		COG1292	L-carnitine/gamma-butyrobetaine antiporter
EFAJBHHO_03031	CDS	1143	glxK_2	2.7.1.31	COG1929	Glycerate 3-kinase
EFAJBHHO_03032	CDS	888	glxR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
EFAJBHHO_03033	CDS	783	hyi_2	5.3.1.22	COG3622	Hydroxypyruvate isomerase
EFAJBHHO_03034	CDS	1740	gcl_2	4.1.1.47	COG3960	Glyoxylate carboligase
EFAJBHHO_03035	CDS	1935	dhaR_2		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
EFAJBHHO_03036	CDS	1371		5.3.1.29		Putative thiazole biosynthetic enzyme
EFAJBHHO_03037	CDS	1404	mleN_1		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
EFAJBHHO_03038	CDS	729	qseD			HTH domain-truncated transcriptional regulator QseD
EFAJBHHO_03039	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
EFAJBHHO_03040	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
EFAJBHHO_03041	CDS	684				hypothetical protein
EFAJBHHO_03042	CDS	360	kptA_1	2.7.1.-		RNA 2'-phosphotransferase
EFAJBHHO_03043	CDS	174	kptA_2	2.7.1.-		RNA 2'-phosphotransferase
EFAJBHHO_03044	CDS	1179				hypothetical protein
EFAJBHHO_03045	CDS	972	yjiK		COG3204	putative protein YjiK
EFAJBHHO_03046	CDS	258				hypothetical protein
EFAJBHHO_03047	CDS	768	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
EFAJBHHO_03048	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
EFAJBHHO_03049	CDS	1281				hypothetical protein
EFAJBHHO_03050	CDS	921	rpnD_1	3.1.21.-		Recombination-promoting nuclease RpnD
EFAJBHHO_03051	CDS	2157				hypothetical protein
EFAJBHHO_03052	CDS	342	symE	3.1.-.-		Toxic protein SymE
EFAJBHHO_03053	CDS	378				hypothetical protein
EFAJBHHO_03054	CDS	276				hypothetical protein
EFAJBHHO_03055	CDS	1059	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
EFAJBHHO_03056	CDS	1590	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
EFAJBHHO_03057	CDS	3513	radD_2	3.6.4.12	COG1061	Putative DNA repair helicase RadD
EFAJBHHO_03058	CDS	915	mrr		COG1715	Mrr restriction system protein
EFAJBHHO_03059	CDS	957	yjiA		COG0523	putative GTP-binding protein YjiA
EFAJBHHO_03060	CDS	204				hypothetical protein
EFAJBHHO_03061	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
EFAJBHHO_03062	CDS	1656	tsr		COG0840	Methyl-accepting chemotaxis protein I
EFAJBHHO_03063	CDS	1272	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
EFAJBHHO_03064	CDS	474	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
EFAJBHHO_03065	CDS	972	siaP		COG1638	Sialic acid-binding periplasmic protein SiaP
EFAJBHHO_03066	CDS	1653	nhaK_1		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
EFAJBHHO_03067	CDS	906	lgoR		COG1802	putative HTH-type transcriptional regulator LgoR
EFAJBHHO_03068	CDS	1023	lgoD_1	1.1.1.-	COG1063	L-galactonate-5-dehydrogenase
EFAJBHHO_03069	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
EFAJBHHO_03070	CDS	492				hypothetical protein
EFAJBHHO_03071	CDS	738	dnaC		COG1484	DNA replication protein DnaC
EFAJBHHO_03072	CDS	540	dnaT			Primosomal protein 1
EFAJBHHO_03073	CDS	474				hypothetical protein
EFAJBHHO_03074	CDS	771	yjjP		COG2966	Inner membrane protein YjjP
EFAJBHHO_03075	CDS	726	yjjQ			Putative transcription factor YjjQ
EFAJBHHO_03076	CDS	678	bglJ		COG2197	Transcriptional activator protein BglJ
EFAJBHHO_03077	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
EFAJBHHO_03078	CDS	237				hypothetical protein
EFAJBHHO_03079	tRNA	87				tRNA-Leu(cag)
EFAJBHHO_03080	tRNA	87				tRNA-Leu(cag)
EFAJBHHO_03081	tRNA	87				tRNA-Leu(cag)
EFAJBHHO_03082	CDS	123				hypothetical protein
EFAJBHHO_03083	CDS	1032	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
EFAJBHHO_03084	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
EFAJBHHO_03085	CDS	447	rimI	2.3.1.128	COG0456	Ribosomal-protein-alanine acetyltransferase
EFAJBHHO_03086	CDS	678	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
EFAJBHHO_03087	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
EFAJBHHO_03088	CDS	606	osmY_1		COG2823	Osmotically-inducible protein Y
EFAJBHHO_03089	CDS	162				hypothetical protein
EFAJBHHO_03090	CDS	1074				hypothetical protein
EFAJBHHO_03091	CDS	780	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
EFAJBHHO_03092	CDS	705	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
EFAJBHHO_03093	CDS	1551	yjjI			putative protein YjjI
EFAJBHHO_03094	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
EFAJBHHO_03095	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
EFAJBHHO_03096	CDS	1224	deoB_2	5.4.2.7	COG1015	Phosphopentomutase
EFAJBHHO_03097	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
EFAJBHHO_03098	CDS	1332	yjjJ	2.-.-.-		Toxin YjjJ
EFAJBHHO_03099	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
EFAJBHHO_03100	CDS	645	ytjB		COG3726	putative inner membrane protein Smp
EFAJBHHO_03101	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
EFAJBHHO_03102	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
EFAJBHHO_03103	CDS	1233	nadR_1		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
EFAJBHHO_03104	CDS	333	higB-2_2		COG2026	Toxin HigB-2
EFAJBHHO_03105	CDS	285	higA-2_2		COG2944	Antitoxin HigA-2
EFAJBHHO_03106	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
EFAJBHHO_03107	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
EFAJBHHO_03108	CDS	297	trpR		COG2973	Trp operon repressor
EFAJBHHO_03109	CDS	528	yjjX	3.6.1.-	COG1986	Non-canonical purine NTP phosphatase
